x,y,z,roll,pitch,yaw,success,gripper,object
0.30184129154071726,0.2225360313789653,0.15433746683510546,-0.09344603619478371,1.779284533093414,-2.5062940106724696,1,ThreeFinger,Cylinder
-0.20168940824714818,0.014669935890326714,0.42709165797892007,-0.09565940602746213,2.620250480778937,-0.07260742039014023,1,ThreeFinger,Cylinder
-0.37877716369350883,0.07229094175181201,0.025228446822176377,0.02717239655084297,1.4424350561647865,-0.1885855651861209,1,ThreeFinger,Cylinder
-0.12458061066657365,0.349607969158864,0.029159527860478325,0.05859094199140097,1.4479066136658645,-1.2284812864796546,1,ThreeFinger,Cylinder
-0.26955893676330456,-0.29219396119541285,-0.035164765757648986,-0.091957730504262,1.300464829582912,0.8256699387224933,1,ThreeFinger,Cylinder
-0.373756946163903,-0.04594192381601247,-0.03280700224501397,-0.11512406961783946,1.2919674400717231,0.12230573497365015,1,ThreeFinger,Cylinder
-0.0626624701988737,0.3165131194183888,0.31875720000505414,0.18810917672281152,2.217789022516025,-1.3753462506438727,0,ThreeFinger,Cylinder
0.11767974242042928,0.35204824026497766,0.2051070545193783,-0.04248061566740763,1.907923347691931,-1.8933911188028063,1,ThreeFinger,Cylinder
-0.36031099361809643,0.15019871067251722,0.020497577895831134,-0.11494602796297958,1.4320734271873712,-0.39495458863539773,1,ThreeFinger,Cylinder
-0.13051173972217317,-0.32281333883757557,0.2767203336862182,-0.18838357785471604,2.0958761633636405,1.186593066485492,1,ThreeFinger,Cylinder
-0.3690029356324226,0.04439942571544143,-0.014672201816850888,0.027297844149214295,1.3340490399793712,-0.11974702277743943,1,ThreeFinger,Cylinder
-0.052839128881486,0.030407287965140667,0.4968633522395867,0.01748865850703024,2.998075572246628,-0.5221867782096702,1,ThreeFinger,Cylinder
0.23649702858131202,0.3004161086207761,0.25741549546515075,0.14450430357026167,2.0159632279017345,-2.2377029710985066,1,ThreeFinger,Cylinder
0.04067483774438845,-0.10984358963114518,0.44080322061243865,0.1023807950305064,2.831702212274199,1.925438146160065,1,ThreeFinger,Cylinder
0.07630846846889545,-0.2009940540566359,0.4359115727840054,-0.16181837930501813,2.604346948473857,1.933642142396146,0,ThreeFinger,Cylinder
-0.22274133874066834,-0.052708562795694316,0.37830769342267173,-0.04677633881211593,2.4951187963046717,0.23236153395794662,0,ThreeFinger,Cylinder
0.13958315425347073,-0.11369972731527968,0.46065012778053,-0.09758388922822264,2.704836190317782,2.458032741519302,1,ThreeFinger,Cylinder
-0.024459263705868383,-0.3260523529156384,0.2620928010487892,-0.18942559288267866,2.090527085552004,1.4959202014016106,0,ThreeFinger,Cylinder
-0.036763146790170634,0.10020729428904991,0.4323354304113853,-0.0623791907417138,2.8513236837539466,-1.2191714577024702,0,ThreeFinger,Cylinder
0.06171876396755503,-0.21352940881297233,0.42066624378790207,0.03413381171439961,2.570140295707018,1.8521689609928431,0,ThreeFinger,Cylinder
-0.11983280360989518,-0.004384606271734456,0.4638396133930322,0.13216180417035917,2.84245944674912,0.036573050392668324,1,ThreeFinger,Cylinder
-0.2546797983753485,0.18137543990914276,0.34076384372964347,0.17456084424488377,2.275289173896386,-0.6188474708629439,1,ThreeFinger,Cylinder
0.3806490558669999,-0.16870082074609438,0.07103451142817213,0.054063239178065825,1.5612723780309539,2.724414216891648,1,ThreeFinger,Cylinder
-0.19447500211807486,0.3391074980569248,0.19152285467214364,-0.1984019870974188,1.8604882700306864,-1.0500970531595464,0,ThreeFinger,Cylinder
-0.398524949032305,0.0026133969015665736,0.004220842843381256,-0.19889449992202524,1.3950300001966638,-0.0065575805165868474,1,ThreeFinger,Cylinder
0.1751721650962804,0.32640657912379784,0.1467686708094878,0.14099050996786094,1.7621639893192491,-2.0633467247543833,1,ThreeFinger,Cylinder
-0.2935937796921458,0.2625259123675937,-0.016747295162945486,0.01299890934544315,1.3419276447092547,-0.7295907396173825,1,ThreeFinger,Cylinder
0.38090910272831296,0.08624945500429695,0.045261158666334636,-0.18372490870499544,1.4947972836674523,-2.9189170175803434,1,ThreeFinger,Cylinder
0.04123564878453434,-0.40131701571194023,0.19458550598814262,0.004692580160718107,1.8589673123064123,1.6731878061022316,1,ThreeFinger,Cylinder
0.2168335439765665,0.31127602061500437,-0.011942764006652326,-0.15323724285507678,1.345500900670383,-2.1792338841846326,0,ThreeFinger,Cylinder
0.12165124922521643,0.0043050057296476025,0.44647501080856233,0.1529992960732049,2.8249327022635105,-3.1062193218017584,1,ThreeFinger,Cylinder
0.21044753746753964,0.34986847819798583,0.003280651647460456,-0.1127940297992272,1.3969100641989125,-2.1123214969324904,1,ThreeFinger,Cylinder
-0.38449059166957655,-0.0981181329683021,0.11025421131077828,0.013917274711929911,1.659407168905678,0.24985732091809107,1,ThreeFinger,Cylinder
-0.09032090326460239,0.05050470010350013,0.47454831776513434,0.05884319044247144,2.888163134687855,-0.5098559148432936,1,ThreeFinger,Cylinder
0.33686421083991563,-0.2458100221380667,0.12660331308231532,-0.159400127694069,1.6939154542464918,2.5112102298906063,0,ThreeFinger,Cylinder
-0.22631647897650098,-0.18620981349126034,0.3840602785189347,0.1517030517382827,2.382735073121194,0.6884806734274077,0,ThreeFinger,Cylinder
0.4099025668846306,-0.06950603544239149,0.118545522022246,0.008625518996886156,1.6751545550836957,2.9736231582781754,1,ThreeFinger,Cylinder
-0.05397242276776636,0.19604746648654542,0.4136797608935709,0.19608523335851225,2.6008837714068958,-1.3021485970146633,0,ThreeFinger,Cylinder
-0.35099039264874365,-0.08834777468731826,-0.009665306110139521,-0.12492482043203124,1.3410064729932218,0.24658738054000104,1,ThreeFinger,Cylinder
0.0310690207812757,0.1671802988185797,0.40669723360315024,-0.11787649533950906,2.6678807226460304,-1.7545415264458206,0,ThreeFinger,Cylinder
-0.22479500231410113,0.34370615575354885,0.05993424475636107,0.06413632758831278,1.5341288085679536,-0.9915915174794683,1,ThreeFinger,Cylinder
0.2678993756775081,0.15962220139736152,0.28495428047709687,-0.027012892278092282,2.1633482024089505,-2.6042457526739655,1,ThreeFinger,Cylinder
-0.0821699259368656,-0.3657141634082434,0.0852601641971964,0.012621185058747264,1.5981622216963045,1.349783186124209,1,ThreeFinger,Cylinder
0.09428753482959754,0.3634890997702964,0.14515689314346863,0.06949811101645648,1.7554935871517596,-1.8245983314746619,0,ThreeFinger,Cylinder
0.30808397858956676,0.15604577632068875,0.2981079067425588,0.15907644598387416,2.144379723287547,-2.672755369891946,1,ThreeFinger,Cylinder
0.21574515746004963,-0.27613631183184517,0.32244876927423793,0.016462919216098465,2.1856314266945347,2.2340300463600533,1,ThreeFinger,Cylinder
-0.29210821605398746,-0.08091370957433493,0.31803316652867447,0.09767271681200401,2.246636808489542,0.2702237959748593,1,ThreeFinger,Cylinder
-0.10892696371365958,-0.24219856201916687,0.3765417685051291,-0.06749993068817184,2.4195471266721684,1.148156637720378,1,ThreeFinger,Cylinder
0.27324331016939013,0.32123147830564575,0.05244948006922913,-0.08413465162276035,1.517375045672245,-2.2756455089396748,1,ThreeFinger,Cylinder
0.13013947920703317,0.3552721269222062,0.09060235943901486,0.1841694666601914,1.6120100340932955,-1.921926057528682,1,ThreeFinger,Cylinder
-0.02508833448718979,-0.040172510354510436,0.4775631655702349,-0.07793758989337936,3.024477436181674,1.012545866149816,0,ThreeFinger,Cylinder
0.4198952464586437,0.00211212914159208,0.030575049256694922,0.10082745857714337,1.4653897032380199,-3.1365625625234914,1,ThreeFinger,Cylinder
0.40510820399166997,0.0273497095038029,0.11036077980911418,-0.08216859056238146,1.6576661496850056,-3.074182835116875,1,ThreeFinger,Cylinder
-0.2106777451208753,-0.0014146677174415646,0.39342643430052865,-0.08657341762135987,2.557080686660546,0.006714740824541698,0,ThreeFinger,Cylinder
0.09563537732564861,0.0448328533868077,0.43802956658019654,-0.05558560438963564,2.858461598724593,-2.7032237727692645,0,ThreeFinger,Cylinder
-0.10238229818784536,0.2035347045432134,0.4032799505174509,-0.1294537785048127,2.534888226295965,-1.1047345744599741,0,ThreeFinger,Cylinder
0.10448597034829414,0.023425797355167706,0.4506859781030896,0.020953445895473932,2.8639305830678086,-2.92103940304315,1,ThreeFinger,Cylinder
0.26797702311482663,-0.12116423771309039,0.31889805892836465,0.007598527146825795,2.2631581025751015,2.716957099405967,0,ThreeFinger,Cylinder
0.23711427947393893,0.2311282347393352,0.3314996386618429,0.055199579822976186,2.2298764358691323,-2.368977863081986,1,ThreeFinger,Cylinder
-0.3898309417173231,-0.15382365860741368,0.0920454837716045,0.1945821872709021,1.611447287307156,0.37583449470217356,1,ThreeFinger,Cylinder
-0.010765038578390987,0.3875590234525298,-0.04155895822574876,0.16606637383964962,1.2787565623519546,-1.5430269531657046,1,ThreeFinger,Cylinder
-0.002585700881614074,-0.022534125551428613,0.45786570057897147,-0.12584221045982474,3.0824191367931753,1.4565499870784533,1,ThreeFinger,Cylinder
-0.04079992549721839,0.26178182707706976,0.33332677320103854,0.002816503963680106,2.343552703116403,-1.4161854970405503,0,ThreeFinger,Cylinder
0.1419830720857625,-0.2530197330311875,0.3773986800615642,0.12352935222551198,2.3768889692558695,2.0821628289982574,0,ThreeFinger,Cylinder
0.04168973701126625,0.17352549610561135,0.46495321705434767,-0.19504296115736464,2.712392764285959,-1.8065789672967143,0,ThreeFinger,Cylinder
0.13711559364449874,0.19588184642709178,0.41313319916766805,0.09026538039925108,2.526099118251555,-2.1815164704536567,1,ThreeFinger,Cylinder
-0.12370408040927505,0.06994294608382053,0.4240417588155195,0.12980288252759914,2.7549481433079235,-0.5145937345315972,1,ThreeFinger,Cylinder
0.34739461927645154,-0.10932795853478645,0.14222409169093528,-0.0947942318939139,1.7533261572803311,2.8366972501253267,1,ThreeFinger,Cylinder
0.06605485937681864,0.04990797726283546,0.48312540223574374,0.12463137739116925,2.941455966904141,-2.4945467971717536,1,ThreeFinger,Cylinder
0.288524879202866,-0.23947480732982518,0.1303562504408874,-0.16153415642861277,1.7173700968907468,2.4488265469585713,1,ThreeFinger,Cylinder
0.3246407848315278,0.22339328015854718,0.16594821569807056,0.18826723093201853,1.797613272255494,-2.5388813623647195,1,ThreeFinger,Cylinder
0.018062912577522128,-0.05063410811149276,0.49834624160031676,0.1608779774283589,3.0152816834120624,1.9134576954784723,1,ThreeFinger,Cylinder
0.19956852103481715,-0.304408281702445,0.2363768201588874,-0.02276640598447116,1.988106042304767,2.151094652772924,0,ThreeFinger,Cylinder
-0.23656031969295183,-0.3000426291689539,0.15373438694148925,0.10674295565861319,1.7740186103941706,0.903154894057363,1,ThreeFinger,Cylinder
0.2848985019662959,-0.3076408803841965,0.0993220884569802,0.12276249429551084,1.6287382089552696,2.3178321103095954,0,ThreeFinger,Cylinder
0.16641387758790457,-0.14059423677605165,0.391393306679039,0.0597114201637598,2.538589914581527,2.4400978886793174,0,ThreeFinger,Cylinder
0.047395444026497015,-0.1250960814990247,0.4680117777679761,0.10145943583332895,2.813513146125957,1.9329575880498726,1,ThreeFinger,Cylinder
0.004884379589565134,0.11602631014249207,0.4625283898502162,-0.0012924779779378004,2.850442329545931,-1.6128686578681404,0,ThreeFinger,Cylinder
0.0683137531435021,0.04353620379078777,0.4381955559733989,0.18492813299963812,2.922144326965392,-2.574198820974716,1,ThreeFinger,Cylinder
-0.0734147108065039,0.4030394519288529,0.14624186732055916,0.0988206727713391,1.742974575065873,-1.390619065062364,0,ThreeFinger,Cylinder
0.3561520092808167,0.08130127515743331,0.004411005314411187,-0.013473302315030355,1.3799203204085604,-2.9171614119114593,1,ThreeFinger,Cylinder
-0.36319545868284775,0.13693654397722319,0.15531216516215046,0.16813723141817455,1.7748259164429432,-0.3605515221195749,1,ThreeFinger,Cylinder
0.3651391164908121,0.045425405541169,0.24110242533607368,0.10858632081183012,1.9948320665786141,-3.0178228097358155,0,ThreeFinger,Cylinder
-0.2752425647442942,0.09478361335439635,0.3856648000670119,-0.13033007241039257,2.3886860126158513,-0.3316450315273853,0,ThreeFinger,Cylinder
0.12296440611764962,-0.3953342424901219,0.0002604020265066648,0.017756792366889845,1.392196491064247,1.8723497134876188,1,ThreeFinger,Cylinder
-0.038844249056379475,-0.28468802354288913,0.31163437013204254,-0.09358286449731144,2.2597478375488906,1.435188764060279,0,ThreeFinger,Cylinder
-0.1493680441354736,0.15436496304650127,0.37846802916572175,-0.022587410328938656,2.5256376442227837,-0.801848361590072,1,ThreeFinger,Cylinder
-0.0917979361757396,-0.4081665010565029,0.09921936139227502,-0.02197827727131077,1.628622707753545,1.349574059407005,1,ThreeFinger,Cylinder
-0.3236100807893866,0.12532944769339688,0.2608229873788306,0.0764691217561565,2.062411099766989,-0.3694976600143176,1,ThreeFinger,Cylinder
